,author_name,book_average_rating,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
453,David Benioff,4.29,1971304,City of Thieves,Historical,Fiction,93635,9803,258,2008,10951
457,Geraldine Brooks,4.02,1379961,People of the Book,Historical,Fiction,113111,10632,372,January 1st 2008,23548
461,Randy Pausch,4.26,40611510,The Last Lecture,Nonfiction,Autobiography,272863,16030,206,2008,44412
485,Jeannette Walls,4.26,7445,The Glass Castle,Nonfiction,Autobiography,761058,46916,288,March 2005,4754
530,Brian Selznick,4.24,9673436,The Invention of Hugo Cabret,Historical,Fiction,146623,14118,525,2007,6861
582,Frances Hodgson Burnett,4.19,3008,A Little Princess,Classics,Fiction,249421,5972,242,1905,4457
602,L. Frank Baum,3.98,236093,The Wonderful Wizard of Oz,Classics,Fantasy,314581,10373,154,May 17th 1900,12936
647,Mackenzi Lee,4.15,29283884,The Gentleman's Guide to Vice and Virtue,Historical,Young Adult,49459,10652,513,2017,13834
650,Madeline Miller,4.31,11250317,The Song of Achilles,Historical,Fantasy,104762,14177,352,2011,18511
678,Luis Alberto Urrea,4.17,91289,The Hummingbird's Daughter,Historical,Fiction,9559,1399,528,May 17th 2005,3990
703,Amy Harmon,4.4,29638166,From Sand and Ash,Historical,Romance,31916,3124,386,2016,4767
744,Anthony Burgess,3.99,227463,A Clockwork Orange,Classics,Fiction,518852,11494,212,1962,3201
745,Willa Cather,3.78,17150,My Ántonia,Classics,Fiction,109967,6564,232,1918,3272
746,Thomas Hardy,3.79,32261,Tess of the D'Urbervilles,Classics,Fiction,214977,7566,518,April 1st 1891,3509
747,Charles Dickens,3.83,1953,A Tale of Two Cities,Classics,Fiction,732997,14929,489,November 1859,3576
748,Ralph Ellison,3.85,16981,Invisible Man,Classics,Fiction,140247,4911,581,1952,3655
749,Victor Hugo,4.15,24280,Les Misérables,Classics,Fiction,600129,13516,1463,1862,4029
750,Homer,3.84,1371,The Iliad,Classics,Poetry,309209,5745,683,-720,4040
751,Mary Ann Shaffer,4.15,39832183,The Guernsey Literary and Potato Peel Pie Society,Historical,Fiction,505818,47497,461,July 10th 2008,4067
753,Zora Neale Hurston,3.89,37415,Their Eyes Were Watching God,Classics,Fiction,223561,10768,219,1937,4132
755,Elizabeth Gilbert,3.53,19501,"Eat, Pray, Love",Nonfiction,Autobiography,1321280,51575,334,February 16th 2006,4323
757,Gustave Flaubert,3.66,2175,Madame Bovary,Classics,Fiction,213200,8777,329,1856,4360
758,John Steinbeck,3.94,18114322,The Grapes of Wrath,Classics,Fiction,629588,14715,479,April 14th 1939,4441
759,Mark Twain,3.9,24583,The Adventures of Tom Sawyer,Classics,Fiction,666000,8323,244,1876,4525
760,Joseph Conrad,3.42,4900,Heart of Darkness,Classics,Fiction,353661,11609,188,1899,4688
763,Arthur  Miller,3.56,17250,The Crucible,Classics,Plays,281253,6363,143,1953,5085
764,Diana Gabaldon,4.22,10964,Outlander,Historical,Romance,688076,40918,850,June 1st 1991,5391
766,Jack London,3.85,1852,The Call of the Wild,Classics,Fiction,282353,8224,172,1903,5801
767,Ken Kesey,4.19,332613,One Flew Over the Cuckoo's Nest,Classics,Fiction,549384,9082,325,1962,6015
768,Ernest Hemingway,3.75,2165,The Old Man and the Sea,Classics,Fiction,681896,20193,132,September 1st 1952,6093
769,Geoffrey Chaucer,3.49,2696,The Canterbury Tales,Classics,Fiction,169876,2886,504,1390,6125
772,Richard  Adams,4.07,76620,Watership Down,Classics,Fiction,335226,11722,478,November 1972,6741
773,Fyodor Dostoyevsky,4.2,7144,Crime and Punishment,Classics,Fiction,519104,14948,671,1866,6963
774,Albert Camus,3.97,49552,The Stranger,Classics,Fiction,570354,18115,123,1942,7335
775,John Boyne,4.12,39999,The Boy in the Striped Pajamas,Historical,Fiction,398366,22522,224,January 5th 2006,7504
776,Lois Lowry,4.13,47281,Number the Stars,Historical,Young Adult,382073,11768,137,1989,7510
780,Mary Wollstonecraft Shelley,3.77,35031085,Frankenstein,Classics,Fiction,994507,25400,273,January 1st 1818,9783
782,Emily Brontë,3.84,6185,Wuthering Heights,Classics,Fiction,1142303,30063,464,December 1847,11495
785,Nathaniel Hawthorne,3.39,12296,The Scarlet Letter,Classics,Fiction,625788,13147,279,March 16th 1850,11731
786,Antoine de Saint-Exupéry,4.3,157993,The Little Prince,Classics,Fiction,1056840,30720,93,April 1943,12447
787,William Shakespeare,3.89,8852,Macbeth,Classics,Plays,586567,9195,349,1606,13250
788,Markus Zusak,4.37,19063,The Book Thief,Historical,Fiction,1524422,102185,552,September 1st 2005,14598
789,George Orwell,3.91,170448,Animal Farm,Classics,Fiction,2280163,43608,122,August 17th 1945,21141
790,Elie Wiesel,4.31,1617,Night,Nonfiction,Classics,837981,25369,120,1958,21242
791,J.D. Salinger,3.8,5107,The Catcher in the Rye,Classics,Fiction,2376828,50312,277,July 16th 1951,23079
792,Charlotte Brontë,4.11,10210,Jane Eyre,Classics,Fiction,1405829,35331,507,October 16th 1847,23750
793,William Golding,3.66,7624,Lord of the Flies,Classics,Fiction,1870928,31285,182,September 17th 1954,23831
794,Anne Frank,4.12,48855,The Diary of a Young Girl,Nonfiction,Classics,2332500,24105,304,1947,26030
795,S.E. Hinton,4.08,231804,The Outsiders,Classics,Young Adult,784441,28004,192,1967,26757
796,F. Scott Fitzgerald,3.91,4671,The Great Gatsby,Classics,Fiction,3202899,57834,180,1925,32216
797,Harper Lee,4.27,2657,To Kill a Mockingbird,Classics,Fiction,3818591,81069,324,July 11th 1960,77418
798,Wilkie Collins,3.99,5890,The Woman in White,Classics,Mystery,116465,6543,672,November 26th 1859,3305
802,Ruth Downie,3.73,4278,Medicus,Historical,Mystery,6832,814,386,January 1st 2006,3468
803,Michael Cox,3.71,177076,The Meaning of Night,Historical,Fiction,8417,1048,703,2006,3594
804,Kate Mosse,3.56,14975,Labyrinth,Historical,Fiction,43448,2877,515,2005,3655
808,Dorothy Dunnett,4.2,112077,The Game of Kings,Historical,Historical,6675,950,543,1961,4299
811,Karen Maitland,3.82,2761171,Company of Liars,Historical,Fiction,11044,1338,576,2008,4369
812,Victoria Dougherty,3.71,21457935,The Bone Church,Historical,Thriller,473,102,308,April 13th 2014,4381
818,Shelley Gray,3.91,22874238,Deception on Sable Hill,Historical,Christian Fiction,826,151,352,2015,4684
822,Sharon Kay Penman,3.88,234559,The Queen's Man,Historical,Mystery,5606,289,288,August 29th 1996,5194
824,Ariana Franklin,4.11,6575580,A Murderous Procession,Historical,Mystery,6581,746,337,2010,5420
825,David Liss,3.87,49488,A Conspiracy of Paper,Historical,Mystery,9806,793,506,2000,5609
827,C.J. Sansom,4.32,7027569,Heartstone,Historical,Mystery,12847,902,634,September 2nd 2010,5885
829,Steven Saylor,3.94,102720,Roman Blood,Historical,Mystery,6075,416,401,1991,6423
830,Jamie Ford,4.0,3367956,Hotel on the Corner of Bitter and Sweet,Historical,Fiction,236502,19278,290,2009,6947
832,Kate Morton,3.94,1278752,The House at Riverton,Historical,Fiction,88686,7560,599,2006,7716
835,Sarah Waters,4.02,8913370,Fingersmith,Historical,Fiction,65093,4733,582,2002,8612
837,Robert   Harris,3.81,880,Pompeii,Historical,Fiction,30669,2097,304,November 21st 2003,9271
842,Iain Pears,3.94,15888,An Instance of the Fingerpost,Historical,Mystery,20083,1194,691,1997,16856
850,Jean M. Auel,4.27,74341,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage",Historical,Fiction,4911,259,0,October 1986,959
857,Barack Obama,3.73,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Nonfiction,Politics,123572,4814,375,2006,21935
859,David McCullough,4.05,2203,John Adams,History,Biography,262483,5787,751,May 1st 2001,24068
860,Eric Schlosser,3.74,1097,Fast Food Nation: The Dark Side of the All-American Meal,Nonfiction,Food and Drink,190896,5260,399,January 17th 2001,25589
868,Steven D. Levitt,3.95,1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Nonfiction,Economics,606394,14824,320,April 12th 2005,48837
870,Lisa See,4.06,40873273,Snow Flower and the Secret Fan,Historical,Fiction,316324,16778,288,2005,59366
872,Erik Larson,3.99,21996,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Nonfiction,History,424509,29036,447,2003,64921
875,Carol Ryrie Brink,4.0,205821,Caddie Woodlawn,Historical,Childrens,41323,1287,288,1935,15623
876,Gary Jennings,4.21,550454,Aztec,Historical,Fiction,14950,795,754,1980,16165
877,Michel Faber,3.88,40200,The Crimson Petal and the White,Historical,Fiction,33433,2935,835,2002,17149
878,James A. Michener,4.3,12657,The Source,Historical,Fiction,35992,1258,1104,1965,17162
879,Bernard Cornwell,4.25,68527,The Last Kingdom,Historical,Fiction,57902,3348,351,2004,18610
880,Gore Vidal,4.2,8716,Lincoln,Historical,Fiction,7619,471,672,1984,19310
881,M.M. Kaye,4.21,10222,The Far Pavilions,Historical,Fiction,37435,1183,958,1978,19694
882,Patricia MacLachlan,3.74,106264,"Sarah, Plain and Tall",Historical,Childrens,63635,2350,64,1985,20535
884,Patrick O'Brian,4.7,24520,The Complete Aubrey/Maturin Novels (5 Volumes),Historical,Fiction,1268,79,6576,1994,21766
885,Edward Rutherfurd,4.07,92160,London,Historical,Fiction,23602,1408,1152,January 1st 1997,21859
887,Kathleen Winsor,3.99,5368,Forever Amber,Historical,Fiction,15597,1013,972,1944,24366
888,John Jakes,4.2,159178,North and South,Historical,Fiction,52826,773,812,1982,24421
889,Colleen McCullough,4.1,480570,The First Man in Rome,Historical,Fiction,17930,824,1076,1990,25975
890,James Clavell,4.26,42933,Tai-Pan,Historical,Fiction,40305,844,734,1966,26029
891,Michelle Moran,4.07,481446,Nefertiti,Historical,Fiction,30717,2415,463,2007,26144
892,Sarah Dunant,3.8,28078,The Birth of Venus,Historical,Fiction,87196,3133,427,2003,26995
894,Walter Scott,3.75,6440,Ivanhoe,Classics,Historical,77734,2051,544,1819,28497
895,Hilary Mantel,3.86,6101138,Wolf Hall,Historical,Fiction,133714,13532,653,April 30th 2009,29709
896,Alan Brennert,4.16,3273,Moloka'i,Historical,Fiction,90812,8440,405,October 21st 2003,30382
897,Irving Stone,4.07,321552,The Agony and the Ecstasy,Historical,Fiction,71848,1756,776,1958,33776
899,Anthony Doerr,4.33,18143977,All the Light We Cannot See,Historical,Fiction,755960,63984,531,2014,35044
900,Donna Woolfolk Cross,4.07,27252,Pope Joan,Historical,Fiction,60648,4324,422,1996,35121
901,Emmuska Orczy,4.07,136116,The Scarlet Pimpernel,Classics,Historical,109624,5641,274,1905,36343
902,Leon Uris,4.34,42697,Exodus,Historical,Fiction,85052,1605,608,1958,42463
903,Anya Seton,4.18,33609,Katherine,Historical,Fiction,26581,1827,500,1954,43461
905,Robert Graves,4.27,18765,"I, Claudius",Historical,Fiction,47209,2156,468,1934,62835
906,Alexandre Dumas,4.07,7190,The Three Musketeers,Classics,Fiction,244006,5676,625,1844,67770
907,Charles Frazier,3.85,10920,Cold Mountain,Historical,Fiction,204633,5260,356,January 1st 1997,71200
909,Anita Diamant,4.17,4989,The Red Tent,Historical,Fiction,474452,18180,336,1997,175105
910,Miguel de Cervantes Saavedra,3.86,3836,Don Quixote,Classics,Fiction,176855,6440,1023,January 16th 1605,153177
911,Harriet Beecher Stowe,3.85,46787,Uncle Tom's Cabin,Classics,Fiction,174527,6611,438,March 20th 1852,154366
912,Erich Maria Remarque,3.95,355697,All Quiet on the Western Front,Classics,Fiction,315329,8479,296,January 1st 1929,155819
913,Leo Tolstoy,4.1,656,War and Peace,Classics,Fiction,230116,9458,1392,1867,165568
915,Vladimir Nabokov,3.89,7604,Lolita,Classics,Fiction,574161,20828,417,1955,198261
916,Joseph Heller,3.98,168668,Catch-22,Classics,Fiction,647614,15534,453,1961,242647
919,Oscar Wilde,4.07,5297,The Picture of Dorian Gray,Classics,Fiction,793936,23624,367,June 20th 1890,442035
920,Lewis Carroll,4.07,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Classics,Fantasy,414440,9294,239,1872,489613
928,L.M. Montgomery,4.24,8127,Anne of Green Gables,Classics,Fiction,609870,17468,320,June 1908,221010
930,Anna Godbersen,3.63,1254951,The Luxe,Historical,Young Adult,64122,4429,433,2007,94330
935,Mildred D. Taylor,3.81,310459,"Roll of Thunder, Hear My Cry",Historical,Young Adult,104338,4454,288,October 1976,2917
937,Herman Wouk,4.4,42986,War and Remembrance,Historical,Fiction,30319,761,1042,1978,2921
940,Norman Mailer,4.07,12468,The Executioner's Song,Nonfiction,Crime,16669,1083,1056,October 30th 1979,3007
944,Tom Wolfe,4.24,8146619,The Right Stuff,Nonfiction,History,37588,1210,352,1979,3295
950,Michel Foucault,4.04,1875,"The History of Sexuality, Volume 1: An Introduction",Philosophy,Nonfiction,15651,644,176,1976,3972
951,Barbara W. Tuchman,4.08,568236,A Distant Mirror:  The Calamitous 14th Century,History,Nonfiction,26815,1170,677,September 21st 1978,4035
958,Carl Bernstein,4.19,96123,All the President's Men,History,Nonfiction,40883,1337,382,1974,5813
959,Edward W. Said,4.09,355190,Orientalism,Nonfiction,History,13736,788,395,1978,5825
960,Michael Shaara,4.31,682804,The Killer Angels,Historical,Fiction,68882,4420,345,1974,5898
961,Helene Hanff,4.19,368916,"84, Charing Cross Road",Nonfiction,Writing,34638,5066,97,1970,6036
964,Vincent Bugliosi,4.02,105992,Helter Skelter: The True Story of the Manson Murders,Nonfiction,Crime,108379,3121,689,1974,6674
966,Robert M. Pirsig,3.77,629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Philosophy,Fiction,172074,7477,540,1974,7419
968,Dee Brown,4.22,76401,Bury My Heart at Wounded Knee: An Indian History of the American West,History,Nonfiction,50815,2799,509,April 1970,7990
1032,Winston S. Churchill,4.44,25587,The Second World War,History,Nonfiction,1594,114,4736,1948,755
1033,John Milton,4.08,336518,Paradise Lost and Paradise Regained (Signet Classics),Classics,Poetry,6907,184,400,1671,819
1036,John Galsworthy,4.16,103159,The Forsyte Saga,Classics,Fiction,17155,777,872,1921,1018
1041,A.A. Milne,4.5,99110,Winnie The Pooh : The Complete Collection of Stories & Poems,Classics,Childrens,40839,334,432,1961,3428
1042,Laura Ingalls Wilder,4.34,114345,The Little House Collection,Classics,Childrens,133265,2085,2700,1943,7851
1043,Arthur Conan Doyle,4.5,188572,The Complete Sherlock Holmes,Classics,Mystery,140102,3137,1796,1927,9882
1057,Lindsay  Smith,3.6,15673520,Sekret,Historical,Young Adult,1974,422,341,2014,557
1079,David        Cook,4.23,22919817,Liberty or Death,Historical,Cultural,199,36,92,2014,870
1087,Anne Blankman,4.06,17668473,Prisoner of Night and Fog,Historical,Young Adult,7451,1473,401,2014,1007
1137,Dave Pelzer,4.1,60748,"A Child Called ""It""",Nonfiction,Autobiography,343380,14814,184,1995,1267
1140,Aleksandr Solzhenitsyn,4.21,70561,The Gulag Archipelago 1918-1956,History,Nonfiction,15376,846,472,1973,1668
1141,Primo Levi,4.3,6174,Survival in Auschwitz,Nonfiction,History,37388,1458,187,1947,1712
1144,Walter Lord,4.01,61834,A Night to Remember,History,Nonfiction,15069,1146,208,1955,1846
1145,Henry David Thoreau,3.79,16902,"Walden: Or, Life in the Woods",Classics,Nonfiction,134254,4278,280,1854,1769
1146,Steven Callahan,4.11,121410,Adrift: Seventy-Six Days Lost at Sea,Nonfiction,Adventure,14036,752,344,1986,1908
1147,Ishmael Beah,4.15,43015,A Long Way Gone: Memoirs of a Boy Soldier,Nonfiction,Autobiography,145565,9873,229,2007,2163
1148,Alex Haley,4.43,546018,Roots: The Saga of an American Family,Historical,Fiction,133070,2955,729,1976,2223
1149,Corrie ten Boom,4.41,561909,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Nonfiction,Biography,218029,8886,242,January 1st 1971,2491
1150,Nathaniel Philbrick,4.15,17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nonfiction,History,71258,5173,302,December 1st 1999,2791
1151,Joe Simpson,4.21,18600,Touching the Void: The True Story of One Man's Miraculous Survival,Nonfiction,Adventure,44003,1484,218,1988,2868
1152,Herman Melville,3.48,153747,"Moby-Dick, or, the Whale",Classics,Fiction,436372,12972,720,1851,3413
1153,Anna Sewell,3.95,3685,Black Beauty,Classics,Fiction,211784,4017,226,November 24th 1877,4046
1155,Johann David Wyss,3.92,62111,The Swiss Family Robinson,Classics,Fiction,90000,2092,352,1812,4460
1156,Jon Krakauer,3.97,1845,Into the Wild,Nonfiction,Biography,762908,19228,207,1996,4659
1157,Frank McCourt,4.09,252577,Angela's Ashes,Nonfiction,Autobiography,475148,10750,452,1996,5127
1158,Piers Paul Read,4.1,401514,Alive: The Story of the Andes Survivors,Nonfiction,Adventure,57694,1099,318,1974,5390
1160,Thomas Keneally,4.34,375013,Schindler's List,History,Nonfiction,118489,1892,429,October 18th 1982,7141
1161,Laura Hillenbrand,4.38,8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Nonfiction,History,635277,43843,473,2010,7792
1162,Daniel Defoe,3.67,2932,Robinson Crusoe,Classics,Fiction,219051,5470,320,April 25th 1719,8571
1200,Elizabeth Letts,4.18,10340846,"The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation",Nonfiction,Animals,10239,1476,329,January 1st 2011,1483
1201,Gwen Cooper,4.19,6261477,Homer's Odyssey,Nonfiction,Animals,12803,1708,287,2009,1585
1205,Farley Mowat,4.14,291179,The Dog Who Wouldn't Be,Nonfiction,Animals,3496,239,175,1957,1723
1211,Ted Kerasote,4.2,430968,Merle's Door: Lessons from a Freethinking Dog,Nonfiction,Animals,17554,1729,398,2007,1884
1217,Dian Fossey,4.17,232577,Gorillas in the Mist,Nonfiction,Science,17781,193,326,August 25th 1983,2440
1221,Stacey O'Brien,4.09,3001512,Wesley the Owl: The Remarkable Love Story of an Owl and His Girl,Nonfiction,Animals,8539,1508,230,2008,2630
1222,Gerald Durrell,4.25,48132,My Family and Other Animals,Nonfiction,Autobiography,29475,2465,273,January 1st 1956,2637
1223,Rudyard Kipling,4.09,34053,Just So Stories,Classics,Fiction,41787,1148,210,1902,2669
1225,Marjorie Kinnan Rawlings,3.99,159582,The Yearling,Classics,Fiction,24170,959,513,1938,2843
1230,Eva Saulitis,4.21,13642241,Into Great Silence: A Memoir of Discovery and Loss among Vanishing Orcas,Nonfiction,Autobiography,265,41,272,January 1st 2013,3348
1235,Fred Gipson,4.07,130580,Old Yeller,Classics,Fiction,77611,1909,132,January 1st 1956,5225
1238,Joy Adamson,4.17,758153,Born Free: A Lioness of Two Worlds,Nonfiction,Animals,30390,288,224,1960,7920
1239,Kenneth Grahame,3.98,5659,The Wind in the Willows,Classics,Fiction,158753,4929,256,October 8th 1908,8917
1241,John Grogan,4.13,12691,Marley and Me: Life and Love With the World's Worst Dog,Nonfiction,Animals,417998,13867,291,2005,11705
1243,Wilson Rawls,4.06,10365,Where the Red Fern Grows,Classics,Fiction,304205,9823,272,1961,15495
1247,Stephen R. Covey,4.08,36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Nonfiction,Self Help,399462,7796,372,1989,11788
1249,Christopher Hitchens,3.97,43369,God Is Not Great: How Religion Poisons Everything,Nonfiction,Religion,77675,4299,307,by,16069
1250,Joan Didion,3.88,7815,The Year of Magical Thinking,Nonfiction,Autobiography,116930,8898,227,September 1st 2005,16710
1251,James Frey,3.63,1241,A Million Little Pieces,Nonfiction,Biography,199051,11209,432,2003,16813
1252,Lynne Truss,3.87,8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Nonfiction,Language,90535,4569,209,January 2nd 2003,17211
1254,Richard Dawkins,3.9,14743,The God Delusion,Nonfiction,Religion,200560,7473,374,October 2006,23647
1255,Bill Bryson,4.2,21,A Short History of Nearly Everything,Nonfiction,Science,240798,10361,544,May 6th 2003,29286
1267,Jules Verne,3.85,32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Classics,Science Fiction,126669,4174,240,November 25th 1864,30505
1274,Nadine Brandes,4.06,40590407,Romanov,Historical,Fantasy,250,236,352,7th,632
1283,Melanie Dickerson,3.76,40590283,The Warrior Maiden,Historical,Young Adult,114,85,320,February 2019,1354
1301,Ammar Habib,4.36,31408159,Memories Of My Future,Historical,See top shelves…,244,22,308,2016,2275
1308,Diana   Forbes,4.2,34521870,Mistress Suffragette,Historical,Fiction,1187,46,333,2017,2601
1312,J. Bartell,4.11,28219648,The 231 Club: My Ten Year Journey From Therapist to CIA Courier and Sanctioned Kills - A True Story,Nonfiction,Autobiography,99,60,322,2015,2800
1328,Celia Rees,3.79,803120,Witch Child,Historical,Young Adult,15067,1153,240,2000,4995
1345,Esther M. Friesner,3.68,640029,Nobody's Princess,Historical,Young Adult,12104,1031,296,January 1st 2007,15961
1362,Patricia Cornwell,3.44,6538,Portrait of a Killer: Jack the Ripper - Case Closed,Nonfiction,Crime,30835,1426,383,2002,14598
1368,Elizabeth Wurtzel,3.59,227603,Prozac Nation,Nonfiction,Autobiography,50687,1657,368,1994,18167
1370,Michael Moore,3.4,81176,"Dude, Where's My Country?",Nonfiction,Politics,14483,364,272,2003,19936
1376,Stephen Crane,3.22,35220,The Red Badge of Courage,Classics,Fiction,81028,3171,170,1895,29471
1377,O.J. Simpson,2.24,96833,"I Want to Tell You: My Response to Your Letters, Your Messages, Your Questions",Nonfiction,Crime,206,28,208,1995,31146
1378,Al Gore,3.75,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Nonfiction,Science,5800,468,328,2006,40756
1379,Justin Bieber,4.26,8752457,First Step 2 Forever,Nonfiction,Biography,4840,507,240,January 1st 2010,40996
1384,Virginia Woolf,3.77,59716,To the Lighthouse,Classics,Fiction,108695,5810,209,1927,64931
1385,James Joyce,3.61,7588,A Portrait of the Artist as a Young Man,Classics,Fiction,112454,4457,329,1916,66258
1388,William Faulkner,3.86,10975,The Sound and the Fury,Classics,Fiction,144446,6211,326,October 7th 1929,93077
1390,Pearl S. Buck,3.98,1078,The Good Earth,Classics,Fiction,206962,9037,418,1931,105299
1391,Jack Kerouac,3.63,70401,On the Road,Classics,Fiction,304908,13250,307,1955,116245
1392,Truman Capote,4.06,168642,In Cold Blood,Nonfiction,Classics,453464,13849,343,1965,145102
1420,Edgar Allan Poe,4.37,23919,The Complete Stories and Poems,Classics,Poetry,171221,1178,821,1966,201253
1428,W. Somerset Maugham,3.92,99664,The Painted Veil,Classics,Fiction,31221,3064,246,April 1925,8927
1436,Julie Powell,3.7,13747,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Nonfiction,Autobiography,141955,7675,310,2005,15845
1437,Gaston Leroux,3.97,480204,The Phantom of the Opera,Classics,Fiction,178497,5419,360,January 8th 1910,19153
1439,P.L. Travers,4.04,152380,Mary Poppins,Classics,Fantasy,99175,4234,209,1934,21610
1440,James Fenimore Cooper,3.7,38296,The Last of the Mohicans,Classics,Fiction,79657,2311,410,1826,23610
1502,Susanna Kaysen,3.9,68783,"Girl, Interrupted",Nonfiction,Autobiography,163135,4038,169,1993,32854
1526,Robert Louis Stevenson,3.8,51496,The Strange Case of Dr. Jekyll and Mr. Hyde,Classics,Fiction,308996,9991,144,January 5th 1886,37381
1527,John Berendt,3.91,386187,Midnight in the Garden of Good and Evil,Nonfiction,Crime,194260,7575,386,January 13th 1994,38138
1543,Malala Yousafzai,4.1,17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,Biography,313491,17582,327,November 1st 2012,12877
1549,Tina Fey,3.95,9418327,Bossypants,Nonfiction,Humor,719436,37118,283,2011,20977
1551,Rebecca Skloot,4.05,6493208,The Immortal Life of Henrietta Lacks,Nonfiction,Science,487579,31382,370,2010,31150
1562,Jonathan Swift,3.56,7733,Gulliver's Travels,Classics,Fiction,206283,4616,306,October 28th 1726,9539
1563,D.H. Lawrence,3.5,32049,Lady Chatterley's Lover,Classics,Fiction,87014,4263,364,1928,10690
1566,Marcel Proust,4.14,12749,Swann's Way,Classics,Fiction,37156,2805,468,November 14th 1913,19461
