,author_name,book_average_rating,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
2312,Sun Tzu,3.97,10534,The Art of War,Nonfiction,Classics,255991,8114,273,-500,36924
2315,James Ramos,3.77,27242522,"That Girl, Darcy: A Pride and Prejudice Story",Romance,Young Adult,207,85,281,2015,4189
2366,Tammy Robinson,4.09,32860040,Charlie and Pearl,Romance,Womens Fiction,377,112,192,2013,1369
2371,Alannah Lynne,3.89,8878387,Saving Me,Romance,Romance,1302,154,182,March 12th 2010,1487
2374,Sarah Brocious,3.87,22605372,More Than Scars,Romance,Contemporary,598,112,344,2014,1500
2388,Amelia James,3.76,11044632,Tell Me You Want Me,Romance,New Adult,2942,176,182,March 15th 2011,5981
2442,Mike Wech,3.57,13599041,SEVEN-X,Horror,Thriller,753,224,270,2012,2010
2444,Richard  Long,3.39,15714590,The Book of Paul,Horror,Thriller,973,191,488,January 1st 2012,2507
2460,Candace Robinson,4.24,38715458,Bacon Pie,Romance,Young Adult,89,57,292,2018,4522
2472,Sarah Jane Butfield,3.77,18960012,Glass Half Full,Nonfiction,Autobiography,175,28,196,November 15th 2013,3999
2474,Loung Ung,4.33,4373,First They Killed My Father: A Daughter of Cambodia Remembers,Nonfiction,Autobiography,25831,2428,238,2000,4127
2475,Andy Szpuk,4.1,12853168,Sliding on the Snow Stone,Nonfiction,History,333,53,238,2011,4195
2476,Steve Martin,3.87,773858,Born Standing Up: A Comic's Life,Nonfiction,Biography,73213,4687,207,November 20th 2007,4310
2477,Tracy Kidder,4.21,10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Nonfiction,Biography,61872,4525,333,2003,4343
2478,John Elder Robison,3.92,454856,Look Me in the Eye: My Life with Asperger's,Nonfiction,Autobiography,55649,3969,304,2007,4377
2484,Cupcake Brown,4.17,196764,A Piece of Cake,Nonfiction,Autobiography,23627,2110,472,January 1st 2006,4925
2485,Władysław Szpilman,4.23,128066,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Nonfiction,History,65500,1017,222,1946,5093
2487,Tony James Slater,3.91,11915802,That Bear Ate My Pants!,Nonfiction,Travel,1709,220,392,2011,5254
2488,Frederick Douglass,3.99,36529,Narrative of the Life of Frederick Douglass,Nonfiction,History,78418,3418,158,1845,5317
2490,Carolyn Jessop,3.97,818811,Escape,Nonfiction,Autobiography,32899,4372,413,2007,5566
2491,Beryl Markham,4.19,1624,West with the Night,Nonfiction,Autobiography,25816,2648,294,1942,5583
2492,Alan Parks,3.55,18885718,"Seriously Mum, What's an Alpaca?",Nonfiction,Travel,1094,147,188,October 26th 2012,5806
2494,Isak Dinesen,3.96,781787,Out of Africa,Nonfiction,Cultural,29565,1644,399,1937,6548
2495,Ernesto Che Guevara,3.79,172732,The Motorcycle Diaries: Notes on a Latin American Journey,Nonfiction,Travel,26382,1498,175,October 1st 1992,6724
2497,Patti Smith,4.13,341879,Just Kids,Nonfiction,Autobiography,145131,9400,304,2010,7548
2498,John Howard Griffin,4.13,42603,Black Like Me,Nonfiction,History,54408,2333,208,January 1st 1960,7699
2499,James McBride,4.08,29209,The Color of Water: A Black Man's Tribute to His White Mother,Nonfiction,Autobiography,92418,4689,291,January 23rd 1996,7862
2502,George Mahood,4.12,15749759,Free Country: A Penniless Adventure the Length of Britain,Nonfiction,Travel,3879,378,319,February 11th 2013,8772
2503,Ayaan Hirsi Ali,4.21,81227,Infidel,Nonfiction,Autobiography,69103,6015,353,2006,9473
2505,Malcolm X,4.3,92057,The Autobiography of Malcolm X,Nonfiction,Biography,159087,4661,466,1965,14318
2506,Maya Angelou,4.21,13214,I Know Why the Caged Bird Sings,Nonfiction,Classics,336107,8251,289,1969,17407
2509,Andrea  Smith,3.38,25450997,Black Balled,Romance,Romance,1209,439,340,2015,7554
2511,Claire Contreras,4.05,23545800,Kaleidoscope Hearts,Romance,New Adult,21337,2385,295,2015,9797
2512,Rose B. Mashal,4.08,25228040,Black Keys,Romance,Romance,1597,176,454,May 13th 2015,10025
2515,McKaylin L. Felton,3.97,16593375,"Hardship & Devotion: ... Against All Odds, Can True Love Prevail?",Romance,See top shelves…,29,3,352,2012,2023
2519,Jesse Petersen,4.06,9421748,Eat Slay Love,Horror,Horror,2372,194,277,July 1st 2011,1994
2531,Anita Clenney,3.92,9645632,Awaken the Highland Warrior,Romance,Science Fiction,2877,262,426,March 26th 2011,1769
2533,Linda Lael Miller,3.86,699179,Pirates,Romance,Science Fiction,962,61,309,1995,1874
2538,Beatriz Williams,3.52,13059477,Overseas,Romance,Science Fiction,5777,979,464,2012,2348
2543,Janet Chapman,4.22,4052982,Moonlight Warrior,Romance,Fantasy,2302,121,355,January 1st 2009,2957
2544,Teresa Medeiros,3.92,350678,Breath of Magic,Romance,Science Fiction,2943,153,400,1996,3098
2545,Melissa Mayhue,3.83,734191,Thirty Nights with a Highland Husband,Romance,Science Fiction,6052,301,356,2007,3271
2546,Kinley MacGregor,4.03,84183,Sword of Darkness,Romance,Fantasy,8520,293,358,January 1st 2006,4258
2578,Lisa N. Paul,3.83,17185521,Thursday Nights,Romance,Romance,2878,330,298,2013,1657
2579,Laura Drake,4.01,16131208,The Sweet Spot,Romance,Romance,347,92,307,January 1st 2013,1662
2583,Jenna Travis,3.96,18622577,Protect Me,Romance,Romance,303,74,363,July 30th 2013,1752
2588,Faith  Andrews,3.75,39978663,Man of My Dreams,Romance,Romance,1771,309,332,2013,2036
2592,Skye Turner,3.96,18170884,Alluring Turmoil,Romance,Music,3741,481,532,2013,2297
2593,Tonya Burrows,3.95,16129270,SEAL of Honor,Romance,Romance,2502,296,273,May 27th 2013,2335
2595,Brooke Cumberland,3.83,25005951,Spark,Romance,New Adult,2166,285,250,January 1st 2013,2564
2596,Sloan  Johnson,3.97,20662281,Unexpected Angel,Romance,Adult,1386,218,332,August 2nd 2013,2604
2598,Jalpa Williby,4.27,18329942,Chaysing Dreams,Romance,Young Adult,198,110,373,by,2697
2599,Annette K. Larsen,4.17,35269145,Just Ella,Romance,Fantasy,2400,479,300,2013,2895
2601,Magda Alexander,4.08,18191815,Storm Damages,Romance,Adult Fiction,4750,397,308,2013,3009
2604,Danielle Stewart,3.92,17844769,Chasing Justice,Romance,Romance,4485,346,402,2013,3081
2607,L.L. Collins,4.14,18219617,Living Again,Romance,Romance,1592,317,400,October 2nd 2013,3146
2610,Natasha Boyd,4.08,17793815,Eversea,Romance,Contemporary,13820,1419,360,June 4th 2013,3897
2611,J.L. Berg,4.17,18760748,When You're Ready,Romance,Romance,10185,1012,231,July 18th 2013,3963
2612,Christina  Lee,3.9,17838603,All of You,Romance,Contemporary,8714,715,219,2013,3950
2613,T.H. Snyder,3.77,18136883,Touch Me,Romance,New Adult,748,183,282,2013,5185
2614,K.I. Lynn,3.95,20486626,Breach,Romance,Adult Fiction,8359,991,272,April 21st 2013,5344
2616,Julie A. Richman,4.05,18071924,Searching For Moore,Romance,Romance,5836,683,378,April 3rd 2013,7476
2617,J.C. Reed,3.9,17190226,Surrender Your Love,Romance,Romance,24476,1443,324,2013,9044
2618,Angela  Graham,4.08,17914340,Inevitable,Romance,New Adult,11759,1030,320,May 24th 2013,10245
2620,Mia Asher,4.18,17999935,Arsen: A Broken Love Story,Romance,New Adult,14861,2736,484,2013,14791
2621,Sandi Lynn,3.98,17286162,Forever Black,Romance,New Adult,28269,1878,278,2013,24694
2628,Anne Stuart,3.71,24248,Black Ice,Romance,Romance,8779,728,377,2005,2588
2633,Ben Tripp,3.89,7797852,Rise Again,Horror,Horror,4487,278,371,October 1st 2010,2003
2635,Kevin David Anderson,3.89,7884969,Night of the Living Trekkies,Horror,Horror,3018,524,253,January 1st 2010,2260
2636,Annie Walls,4.04,13546207,Taking on the Dead,Horror,Horror,2679,261,322,2012,2275
2637,Jonathan Maberry,4.21,13147460,Flesh & Bone,Horror,Young Adult,10454,865,469,September 10th 2012,2340
2638,Thomas  Jenner,3.52,17839590,Kellie's Diary #1,Horror,Horror,2180,213,50,2013,2396
2639,Kim Paffenroth,3.7,407281,Dying to Live,Horror,Horror,3097,146,216,2007,2497
2640,Sophie Littlefield,3.54,9065272,Aftertime,Horror,Horror,3309,422,384,2011,2534
2641,Travis Bradberry,3.17,15811102,Cryonic,Horror,Horror,619,122,261,January 1st 2013,2586
2642,David Moody,3.86,8723188,The City,Horror,Horror,3297,172,246,January 1st 2005,2597
2643,Madeleine Roux,3.76,8619943,Allison Hewitt Is Trapped,Horror,Horror,3836,478,340,2011,2649
2644,D.J. Molles,4.09,13431827,The Remaining,Horror,Horror,10267,738,220,2012,3208
2645,Z.A. Recht,4.11,3196717,Thunder and Ashes,Horror,Horror,5283,140,312,2008,3586
2646,Joe McKinney,3.78,90574,Dead City,Horror,Horror,5785,379,288,January 1st 2006,4334
2647,George A. Romero,3.89,3130938,Dawn of the Dead,Horror,Horror,1211,89,236,January 1st 1978,4339
2648,Rhiannon Frater,4.15,6718719,Siege,Horror,Horror,4700,396,416,January 1st 2009,5319
2649,John Joseph Adams,3.85,3302568,The Living Dead,Horror,Horror,8765,353,504,2008,5463
2650,Chris Philbrook,4.25,18713527,Dark Recollections,Horror,Apocalyptic,1334,187,266,October 25th 2013,5683
2651,Brian Keene,3.86,216215,Dead Sea,Horror,Horror,4801,259,337,January 1st 2007,6000
2652,S.G. Browne,3.83,5149517,Breathers: A Zombie's Lament,Horror,Horror,5806,696,310,January 1st 2009,6171
2653,J.L. Bourne,4.08,7296271,Beyond Exile,Horror,Horror,10704,418,277,2010,6245
2654,Mark Tufo,4.04,8167001,Zombie Fallout,Horror,Horror,9812,986,404,February 5th 2010,6440
2655,Alden Bell,3.89,8051458,The Reapers are the Angels,Horror,Horror,10453,1533,225,2010,9692
2656,Isaac Marion,3.93,15842439,Warm Bodies,Romance,Science Fiction,95606,10322,256,October 28th 2010,27916
2676,Faraaz Kazi,3.58,9996645,"Truly, Madly, Deeply",Romance,Young Adult,1405,160,303,November 10th 2010,1555
2685,Claudette Williams,3.6,13497994,"Oh, Cherry Ripe",Romance,Romance,976,113,194,1988,1510
2688,Carlie Sexton,3.7,17980984,Fallen for You,Romance,Romance,525,112,187,2013,1549
2692,Alyson Raynes,3.95,30333490,Deception,Romance,Romance,246,85,99,July 1st 2013,1590
2695,Nina  Levine,3.71,26311787,Storm,Romance,Adult Fiction,13929,1054,166,November 20th 2013,1593
2698,Penny Reid,3.94,17673307,Neanderthal Seeks Human,Romance,Contemporary,40403,4108,403,2013,1642
2702,Layla Hagen,3.66,19317460,Lost in Us,Romance,New Adult,2555,280,316,February 12th 2014,1758
2703,Pepper Winters,4.25,22855494,First Debt,Romance,Dark,14514,1329,316,2014,1999
2707,Aleksandr Voinov,3.84,12323849,Dark Soul Vol. 1,Romance,Erotica,2613,504,76,October 27th 2011,2059
2711,Belle Aurora,4.1,18071296,Willing Captive,Romance,New Adult,19685,1784,287,2013,2067
2715,H.M. Ward,3.93,17231976,Damaged,Romance,New Adult,30197,1888,341,April 1st 2013,2299
2724,Nashoda Rose,4.04,18812737,With You,Romance,Dark,11574,853,65,December 19th 2013,2770
2729,K. Bromberg,4.3,30164950,Driven,Romance,Romance,49259,3888,327,2013,2665
2740,Emily Snow,3.93,15981894,Devoured,Romance,New Adult,36069,1832,202,June 20th 2012,3281
2745,J.A. Redmerski,4.15,20559676,Killing Sarai,Romance,New Adult,25954,2667,393,June 18th 2013,4667
2746,Bella Jewel,3.95,18211118,Hell's Knights,Romance,Adult Fiction,20137,1358,211,August 13th 2013,3895
2747,Katie Ashley,4.04,16062211,The Proposition,Romance,Romance,48666,2487,316,October 30th 2012,3897
2751,Michelle A. Valentine,4.01,16047244,Rock the Heart,Romance,New Adult,29908,1517,330,November 13th 2012,4275
2761,Tricia Daniels,3.98,18711023,Intractable Souls,Romance,Romance,435,142,383,2013,6266
2762,Sophie Moss,3.76,32622208,The Selkie Spell,Romance,Fantasy,1673,235,276,2011,6485
2764,Joanna Wylde,4.12,17375956,Reaper's Property,Romance,Adult Fiction,50146,3535,306,2013,7101
2765,Madeline Sheehan,4.06,16109563,Undeniable,Romance,Dark,46412,4591,219,October 6th 2012,7470
2767,Harper Sloan,4.12,25168121,Axel,Romance,Romance,35841,3066,283,July 7th 2013,7893
2768,Penelope Douglas,4.12,20803953,Bully,Romance,New Adult,81948,6060,333,June 17th 2013,7927
2775,Emma Chase,4.1,18297707,Tangled,Romance,Contemporary,97951,9011,254,May 20th 2013,15204
2824,سارة درويش,3.59,8014052'],مشاعر مُرهَقة,Romance,Novels,1832,219,49,2010,2575
2894,M.J. Abraham,3.57,16432374,Happenstance,Romance,New Adult,1645,131,181,2013,2560
2895,Donna K. Weaver,4.31,18681391,A Change of Plans,Romance,Contemporary,340,119,326,May 30th 2013,2588
2896,Jessica Wood,3.47,17873881,A Night to Forget,Romance,New Adult,2209,248,126,June 1st 2013,2740
2900,Jodi Ellen Malpas,4.3,18149927,Beneath This Man,Romance,Adult Fiction,79047,3933,528,2013,2972
2908,Colleen Hoover,4.36,17340050,Losing Hope,Romance,New Adult,88016,6850,321,2013,3941
2909,Tabatha Vargo,3.92,18104062,On the Plus Side,Romance,New Adult,4035,404,340,January 19th 2013,3840
2910,Heidi McLaughlin,4.02,16119079,Forever My Girl,Romance,New Adult,44973,3088,302,2012,3983
2911,Sylvain Reynard,4.22,16247792,Gabriel's Redemption,Romance,Romance,33556,2758,477,2013,3982
2916,Kristen Proby,4.25,16090636,Fight with Me,Romance,Romance,41478,1795,352,2012,4566
2918,Kendall Ryan,3.72,16436496,Resisting Her,Romance,New Adult,14598,796,293,2013,5677
2919,Tijan,4.27,17191012,Fallen Crest Family,Romance,New Adult,24436,1171,287,2013,5970
2921,Christina Lauren,4.22,16117506,Beautiful Stranger,Romance,Adult Fiction,65013,3542,345,2013,6456
2924,J. Sterling,4.11,16299256,The Game Changer,Romance,New Adult,24387,1292,322,2013,7896
2926,E.L. James,3.87,13536860,Fifty Shades Freed,Romance,Adult Fiction,644892,25914,579,2012,11195
2928,Rebecca Donovan,4.31,13638570,Out of Breath,Romance,New Adult,44084,3766,422,June 6th 2013,14144
2933,S.C. Stephens,4.41,13600318,Reckless,Romance,New Adult,74077,5389,546,2013,32482
2935,Jamie McGuire,4.22,15745950,Walking Disaster,Romance,New Adult,153550,11551,448,2013,64049
3163,Stephen King,3.9,107291,Needful Things,Horror,Fiction,179719,3081,790,October 1991,2541
3191,Alison Leslie Gold,4.2,275228,Memories of Anne Frank: Reflections of a Childhood Friend,Nonfiction,History,7708,144,135,1997,938
3201,Nonna Bannister,3.87,5046846,The Secret Holocaust Diaries: The Untold Story of Nonna Bannister,Nonfiction,History,7209,763,299,2009,1261
3202,Anne Rice,4.11,11901,The Witching Hour,Horror,Fantasy,94525,3292,1207,October 1st 1990,3833
3217,Daniel Mendelsohn,4.07,112286,The Lost: A Search for Six of Six Million,Nonfiction,History,4765,629,512,2006,1611
3220,Simon Wiesenthal,4.09,133782,The Sunflower: On the Possibilities and Limits of Forgiveness,Nonfiction,World War II,6508,609,303,1969,1686
3224,Thomas Buergenthal,4.11,5984399,A Lucky Child: A Memoir of Surviving Auschwitz as a Young Boy,Nonfiction,World War II,7858,638,228,May 10th 2007,1790
3233,Primo Levi,4.55,6181,If This Is a Man / The Truce,Nonfiction,History,12450,621,419,1947,1933
3259,Diane Ackerman,3.45,32722510,The Zookeeper's Wife,Nonfiction,History,63113,8846,368,2007,3455
3263,Karen Levine,4.15,948584,Hana's Suitcase: A True Story,Nonfiction,World War II,6716,683,120,January 1st 2002,4281
3270,Miep Gies,4.27,5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Nonfiction,History,51669,706,252,January 1st 1987,6196
3313,Jennifer  McMahon,3.77,18007535,The Winter People,Horror,Mystery,38624,5589,317,2014,2048
3358,Kristen Ashley,4.46,10813469,Rock Chick Renegade,Romance,Romance,29060,1539,449,2011,2304
3360,J. Kenner,4.13,15799166,Release Me,Romance,Adult Fiction,69437,3032,345,2013,2409
3361,Joanne Jaytanie,4.56,31429117,Payton's Pursuit,Romance,Fantasy,82,57,342,2014,1660
3362,Debra Anastasia,3.92,13038680,Poughkeepsie,Romance,Romance,12266,1636,372,November 20th 2011,2596
3366,Mia Sheridan,4.43,32822135,Archer's Voice,Romance,New Adult,69989,8583,345,2014,1697
3367,M.J. Fields,4.42,17800850,Wrapped in Armor,Romance,Dark,488,29,340,2013,1712
3369,L.A. Casey,4.05,21473305,Dominic,Romance,New Adult,22551,1857,343,2014,1749
3370,Lisa Renee Jones,4.07,15839322,Revealing Us,Romance,Erotica,10575,1053,320,2013,3077
3374,Kindle Alexander,4.09,17660704,Texas Pride,Romance,Westerns,4674,569,318,July 26th 2012,1864
3378,Angela  Graham,4.01,20550167,Indulge,Romance,New Adult,2999,253,98,2014,1906
3381,Chelle Bliss,4.03,40044302,Throttle Me,Romance,Adult Fiction,14112,1456,284,March 29th 2014,1941
3383,Jaci Burton,4.13,8192391,Changing the Game,Romance,Sports and Games,19912,1008,299,August 1st 2011,3537
3388,Maryann Jordan,4.12,23717108,Emma's Home,Romance,Romance,921,164,307,March 22nd 2014,2090
3389,Raine Miller,4.1,16001443,All In,Romance,Adult Fiction,51514,2067,240,November 8th 2012,4057
3391,Dakota Willink,4.03,36389181,Heart of Stone,Romance,Contemporary,861,190,456,2015,4185
3392,M. Pierce,4.02,20646604,Night Owl,Romance,Adult Fiction,17345,2417,270,2013,2346
3394,Kate  Benson,4.44,35810539,The Choice,Romance,New Adult,308,62,371,2014,2362
3395,R.K. Lilley,4.28,16139641,Grounded,Romance,Erotica,56464,2306,378,2013,4658
3396,J.R. Ward,4.13,1240662,Lover Enshrined,Romance,Fantasy,98553,3963,534,2008,4719
3397,L.L. Collins,4.22,18275832,Reaching Rachel,Romance,New Adult,835,139,310,December 29th 2013,2419
3398,Rachel Van Dyken,4.14,18485973,The Wager,Romance,New Adult,13083,1115,256,January 1st 2013,2673
3400,Kylie Scott,4.31,19095025,Play,Romance,New Adult,45440,4163,304,2014,2703
3401,R.L. Mathewson,4.16,12351649,Perfection,Romance,Romance,58046,2622,247,August 26th 2011,5327
3406,Kresley Cole,4.21,14384,A Hunger Like No Other,Romance,Fantasy,58503,2923,356,2006,6891
3407,Amy Harmon,4.34,27237358,Making Faces,Romance,Contemporary,49548,7067,405,2013,4046
3410,Olivia Cunning,4.11,9442157,Rock Hard,Romance,Adult Fiction,38348,1908,448,2011,9222
3414,A.M. Madden,4.05,18809474,Back-Up,Romance,Music,7389,682,392,July 25th 2013,5099
3416,Jasinda Wilder,4.04,17448960,Falling into You,Romance,Young Adult,50738,4356,240,2013,5299
3439,Nalini Singh,4.33,9738582,Angels' Flight,Romance,Fantasy,12018,588,368,2012,5200
3528,Varsha Dixit,3.44,7286942,Right Fit Wrong Shoe,Romance,Womens Fiction,2020,106,234,2009,841
3535,Vikram Seth,3.64,50363,Two Lives,Nonfiction,Biography,3083,212,544,2005,1254
3542,Anuja Chauhan,3.63,3840329,The Zoya Factor,Romance,Womens Fiction,4239,317,511,2008,1402
3563,Amartya Sen,3.8,10310,"The Argumentative Indian: Writings on Indian History, Culture and Identity",Nonfiction,Cultural,6610,349,432,2005,3369
3574,Josh Lanyon,4.0,6033480,The Ghost Wore Yellow Socks,Romance,Mystery,3777,442,160,December 2008,4940
3579,Nicholas Sparks,4.15,6400090,The Last Song,Romance,Fiction,472957,11498,390,September 8th 2008,2908
3595,Rachel Hill,4.33,8144723,"A Girl's Guide to Guys: Meeting Them, Managing Them and All That Love Stuff",Nonfiction,Relationships,85,14,108,2010,2209
3614,Uvi Poznansky,3.8,13498089,Apart From Love,Romance,Contemporary,248,88,292,2012,3051
3620,J.H. Glaze,3.8,12810435,The Spirit Box,Horror,Fantasy,180,77,274,July 15th 2011,3535
3626,Shaun Allan,3.81,12959871,Sin,Horror,Thriller,146,52,329,by,4741
3630,Emily Guido,3.96,13509957,Charmeine,Romance,Fantasy,128,59,200,2012,6463
3631,Melodie Ramone,4.05,16046121,After Forever Ends,Romance,Contemporary,1392,231,564,2012,7421
3670,Katie Van Ark,3.47,21853719,The Boy Next Door,Romance,Young Adult,1899,330,347,2015,3086
3712,Sable Hunter,3.99,27391037,Cowboy Heat,Romance,Adult Fiction,4334,412,152,2010,1995
3718,A.D. Seeley,4.06,16003516,The Mark of Cain,Romance,Fantasy,109,16,389,2012,2104
3726,Alexandra Anthony,4.18,17726481,Tempted,Romance,Fantasy,481,49,217,March 30th 2013,2268
3727,Vanessa Wester,3.66,25587058,Hybrid,Romance,Young Adult,211,40,334,March 27th 2012,2368
3738,Lori L. Otto,4.33,21420189,Never Look Back,Romance,Romance,1667,220,410,August 8th 2010,2633
3744,Lacey Weatherford,3.96,16045855,Crush,Romance,Young Adult,22845,1308,332,October 18th 2012,3228
3755,Karina Halle,3.96,16029994,Sins & Needles,Romance,New Adult,21634,2685,438,January 1st 2013,4285
3761,Elizabeth A. James,3.79,17232032,Love By Design,Romance,Romance,398,68,146,January 23rd 2013,5424
3764,Rachel  Thompson,3.88,17162089,Broken Pieces,Nonfiction,Autobiography,537,123,116,December 19th 2012,7215
3797,Kerrelyn Sparks,4.2,1293450,The Undead Next Door,Romance,Fantasy,13252,432,369,2008,5894
3798,Lynsay Sands,4.17,263149,Single White Vampire,Romance,Paranormal,19741,753,369,2003,5975
3800,Gena Showalter,4.26,2498983,The Darkest Kiss,Romance,Fantasy,48035,1718,368,2008,7154
3803,Sherrilyn Kenyon,4.15,84146,Dark Side of the Moon,Romance,Fantasy,31374,1064,353,2006,8131
3804,Lara Adrian,4.26,3373198,Veil of Midnight,Romance,Fantasy,28301,903,355,2008,8284
3807,Jackie Williams,4.03,24912428,A Fallen Fortune,Romance,Cultural,115,7,280,2013,3077
3808,Sarra Manning,3.95,5981262,Unsticky,Romance,Womens Fiction,5284,541,562,by,3128
3809,C.C. Gibbs,3.92,17054826,Knight's Mistress,Romance,Adult Fiction,6823,553,364,2012,3327
3810,K.M. Golland,4.3,17260132,Satisfaction,Romance,Adult Fiction,3745,276,331,March 7th 2013,3381
3818,Laurelin Paige,4.33,18138755,Forever with You,Romance,Adult Fiction,26592,1667,387,January 6th 2014,5010
3823,Julie James,3.93,3863861,Just the Sexiest Man Alive,Romance,Romance,40284,2078,296,2008,9726
3899,Fisher Amelie,4.24,25420031,Vain,Romance,New Adult,29548,3302,390,December 24th 2012,2947
3903,Kate  McCarthy,4.22,18304765,Fighting Redemption,Romance,New Adult,10165,1331,346,November 20th 2013,4636
3911,Kim Holden,4.39,22669832,Bright Side,Romance,New Adult,27848,5050,423,2014,10953
3953,Cameron Dane,3.84,6235225,A Fostered Love,Romance,Romance,2823,171,237,2009,5018
3954,Heidi Cullinan,4.06,18043694,Double Blind,Romance,Erotica,2313,392,350,April 9th 2010,5139
3955,Rowan Speedwell,3.99,8079528,Finding Zach,Romance,Romance,4249,455,252,May 2010,5169
3956,S.J. Frost,4.05,7052147,Conquest,Romance,Contemporary,1904,248,379,2009,5246
3957,J.M. Colail,3.82,6262388,Wes and Toren,Romance,Romance,2213,220,293,January 12th 2009,5379
3958,Laura Baumbach,3.62,451515,A Bit of Rough,Romance,Erotica,2294,174,228,2005,5650
3959,Suzanne Brockmann,4.19,414692,All Through the Night,Romance,Romance,5654,337,286,2007,5620
3961,Mary Calmes,4.16,7093114,A Matter of Time Book II,Romance,Romance,4213,239,140,2009,5654
3962,K.A. Mitchell,3.96,5820384,Regularly Scheduled Life,Romance,Contemporary,2200,209,301,2008,5738
3963,Amy Lane,3.96,8262461,Truth in the Dark,Romance,Fantasy,3584,492,145,2010,5765
3964,Charlie Cochet,4.2,22267616,Hell & High Water,Romance,Paranormal,7301,1174,296,July 6th 2014,5832
3965,Jet Mykles,4.03,2566077,Hell,Romance,Romance,2013,104,180,2007,5920
3967,River Jaymes,4.0,19059695,The Backup Boyfriend,Romance,Romance,9093,1049,279,2013,6184
3968,Isabelle Rowan,3.96,6348864,A Note in the Margin,Romance,Contemporary,2429,317,276,2009,6283
3969,Jez Morrow,3.77,7634439,Force of Law,Romance,Contemporary,2531,314,100,,6303
3970,Kaje Harper,4.23,12045922,Breaking Cover,Romance,Romance,3558,330,320,2011,6624
3971,Lynn Lorenz,3.88,6386041,Edward Unconditionally,Romance,Fantasy,1515,120,197,2009,6865
3972,Evangeline Anderson,3.66,6562748,Str8te Boys,Romance,Romance,5077,369,81,2009,7881
3973,Abigail Roux,4.09,18005253,Shock & Awe,Romance,Romance,7162,886,125,August 10th 2013,8005
3974,Z.A. Maxfield,3.86,6330560,Drawn Together,Romance,Romance,3881,373,212,2009,8971
3976,Manna Francis,3.95,2112823,Mind Fuck,Romance,Erotica,2724,379,264,2007,9844
3977,Tere Michaels,4.04,6767850,Love & Loyalty,Romance,Romance,4220,368,201,2009,10043
3978,J.L. Langley,4.13,5597641,The Englor Affair,Romance,Science Fiction,3040,245,298,,10332
3979,Sarina Bowen,4.33,25686927,Him,Romance,Romance,20088,2936,360,2015,10443
3980,J.L. Merrow,3.95,11045338,Muscling Through,Romance,Romance,5060,781,87,2011,11332
3982,Brooke McKinley,4.05,7016638,Shades of Gray,Romance,Romance,5557,578,246,October 1st 2009,14537
3983,Ais,4.19,8164566,Evenfall,Romance,Science Fiction,4547,542,1427,by,15315
3984,Chris Owen,3.99,628283,Bareback,Romance,Westerns,3747,440,376,2003,15896
3985,Dani Alexander,4.1,13420351,Shattered Glass,Romance,Romance,8192,1194,360,2012,18328
3986,Crystal Rose,4.1,6897264,"I'll Be Your Drill, Soldier",Romance,War,4737,645,186,2009,18389
3988,T.J. Klune,4.21,12156759,"Bear, Otter, and the Kid",Romance,Romance,9102,1246,350,August 11th 2011,20385
3989,Jordan Castillo Price,4.0,5603414,Among the Living,Romance,Fantasy,6682,835,89,June 13th 2006,22820
3990,Madeleine Urban,3.97,6782412,Warrior's Cross,Romance,Romance,7624,756,316,August 1st 2009,23689
3991,Sean Kennedy,4.1,6430659,Tigers and Devils,Romance,Sports and Games,6903,706,376,March 9th 2009,31813
3992,Damon Suede,4.07,10506237,Hot Head,Romance,Romance,14048,1810,320,2011,45421
3993,Jane Seville,4.13,6382879,Zero at the Bone,Romance,Romance,10212,1185,308,2009,49473
4019,Linda  Watkins,3.8,22293224,Mateguas Island: A Novel of Horror and Suspense,Horror,Fantasy,457,105,380,April 28th 2014,1768
4020,Mason Sabre,4.56,23245726,Watch Over You,Romance,Romance,124,44,177,2014,1788
4029,Zoe Winters,3.53,5972643,Kept,Romance,Fantasy,886,102,86,November 25th 2008,1951
4032,Shane K.P. O'Neill,4.63,16233465,"Bound By Blood: Volume 2 (Bound By Blood, #2)",Horror,Romance,139,21,360,2012,2087
4049,Jessica Kong,4.15,16029924,A Lost Kitten,Romance,Fantasy,106,31,282,2012,3102
4058,Joseph DiBartolo,4.36,17569085,A Timely Curse,Horror,Fantasy,61,22,88,2013,5393
4064,Rachel Gibson,4.02,6950451,Nothing But Trouble,Romance,Romance,14704,581,354,2010,1909
4069,Elizabeth Reyes,4.12,12026145,Romero,Romance,New Adult,7202,317,336,2011,3814
4070,Karen Marie Moning,4.31,112754,Kiss of the Highlander,Romance,Science Fiction,36835,1560,396,2001,7235
4083,Thomas   Harris,3.75,32418,Hannibal,Horror,Fiction,72024,2437,564,June 8th 1999,4778
4105,Jon Krakauer,4.14,1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Nonfiction,Adventure,333867,11796,368,1997,8440
4111,Linda Howard,4.09,420739,After the Night,Romance,Romance,20631,1057,352,December 1st 1995,1967
4119,Susan Elizabeth Phillips,4.08,8437379,Call Me Irresistible,Romance,Romance,19121,1427,385,December 31st 2010,4274
