,author_name,book_average_rating,book_id,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
4067,Ilona Andrews,4.46,6479550,Magic Bleeds,Fantasy,Fantasy,62530,2846,349,May 25th 2010,3222
4102,Garth Nix,4.17,518848,Sabriel,Fantasy,Young Adult,160264,6560,491,1995,6882
4114,Sarah J. Maas,4.51,20613470,Heir of Fire,Fantasy,Young Adult,198652,19986,565,2014,3070
4117,Marie Rutkoski,4.01,16069030,The Winner's Curse,Fantasy,Young Adult,78828,11124,355,2014,3538
4133,Christine Zolendz,4.02,15768536,Fall From Grace,Fantasy,Paranormal,21516,1436,317,2012,3944
4141,Richard K. Morgan,4.07,13486172,The Dark Defiles,Fantasy,Fiction,3913,313,488,2014,1220
4143,Diane Duane,4.23,23719231,Games Wizards Play,Fantasy,Young Adult,1007,153,640,2016,1391
4144,Robin Hobb,4.15,77197,Assassin's Apprentice,Fantasy,Fiction,193208,7657,460,May 1995,1508
4145,Charity Bradford,3.83,16052411,The Magic Wakes,Fantasy,Science Fiction,274,58,300,February 3rd 2013,1628
4146,Chris Wooding,4.44,15763857,The Ace of Skulls,Fantasy,Science Fiction,2313,248,492,2013,1747
4147,Laura Lam,3.91,29502206,Pantomime,Fantasy,Young Adult,2663,579,392,2013,1692
4148,Michael J. Sullivan,4.39,17163514,The Rose and the Thorn,Fantasy,Fiction,17713,841,347,2013,1766
4152,Jim C. Hines,3.91,15824178,Codex Born,Fantasy,Fantasy,4846,473,326,2013,2001
4153,Julianna Scott,3.81,13579352,The Holders,Fantasy,Young Adult,1001,223,320,March 3rd 2013,2009
4154,Evie Manieri,3.41,15793154,Blood's Pride,Fantasy,Fiction,595,138,528,2012,2039
4155,Catherynne M. Valente,3.7,16104414,Six-Gun Snow White,Fantasy,Fantasy,3143,760,168,2013,2161
4156,R.A. Salvatore,4.33,16142151,The Companions,Fantasy,Dungeons and Dragons,6156,480,378,2013,2244
4157,Amalia Dillin,3.96,36756405,Forged by Fate,Fantasy,Fantasy,252,70,370,2013,2239
4158,Amanda  Carlson,3.93,17333269,Cold Blooded,Fantasy,Paranormal,2310,212,336,2013,2265
4159,Mazarkis Williams,3.58,13595011,Knife Sworn,Fantasy,Fantasy,401,41,346,October 24th 2012,2305
4162,C.E. Murphy,4.29,15803758,Mountain Echoes,Fantasy,Fantasy,3103,199,352,January 1st 2013,2586
4164,R. Scott Bakker,3.81,9968073,The Unholy Consult,Fantasy,Fantasy,1073,147,631,2017,3058
4166,Michelle Sagara,4.18,14743412,Cast in Sorrow,Fantasy,Fantasy,4779,265,480,2013,3274
4167,Rob Thurman,4.2,15808602,Slashback,Fantasy,Fantasy,2460,201,352,2013,3342
4168,Jennifer Estep,4.14,14058669,Deadly Sting,Fantasy,Fantasy,8237,526,369,2013,3716
4169,Petteri Hannila,3.78,17469800,Fargoer,Fantasy,Historical,137,42,204,February 1st 2013,3879
4170,Darynda Jones,4.39,13538992,Fourth Grave Beneath My Feet,Fantasy,Fantasy,30788,2515,308,2012,4188
4171,Myke Cole,3.95,14759319,Fortress Frontier,Fantasy,Fantasy,3296,276,344,2013,4431
4172,Roy Huff,3.59,17404695,The First Pillar,Fantasy,Young Adult,673,218,233,February 5th 2013,4478
4174,Brian  McClellan,4.16,15790883,Promise of Blood,Fantasy,Fiction,32263,2310,545,2013,5432
4175,Raymond E. Feist,4.26,13502958,Magician's End,Fantasy,Fiction,5847,349,638,2013,5359
4176,Seanan McGuire,4.06,13501633,Midnight Blue-Light Special,Fantasy,Fantasy,7716,673,338,2013,5501
4177,Daniel Abraham,4.06,15790816,The Tyrant's Law,Fantasy,Fantasy,8179,436,497,2013,5999
4178,Ben Aaronovitch,4.17,16078584,Broken Homes,Fantasy,Fantasy,26628,2065,357,February 4th 2013,6296
4179,Shawn Speakman,3.8,15832300,Unfettered,Fantasy,Short Stories,4538,414,574,2013,6300
4181,Faith Hunter,4.28,15732001,Blood Trade,Fantasy,Fantasy,10689,506,337,2013,6778
4182,Douglas Hulick,4.2,12395241,Sworn in Steel,Fantasy,Fiction,4746,208,432,January 1st 2014,7395
4183,Guy Gavriel Kay,4.1,15808474,River of Stars,Fantasy,Historical,5527,640,656,April 1st 2013,10258
4185,Jim Butcher,4.56,19486421,Skin Game,Fantasy,Fantasy,60601,4255,454,2014,21449
4186,Brent Weeks,4.47,12652457,The Broken Eye,Fantasy,Fantasy,38459,1685,846,August 2014,25436
4187,Peter V. Brett,4.22,9268487,The Daylight War,Fantasy,Fantasy,47318,2111,639,2013,33138
4188,Mark  Lawrence,4.26,15985373,Emperor of Thorns,Fantasy,Fiction,37083,2143,592,January 1st 2013,40282
4189,Scott Lynch,4.24,2890090,The Republic of Thieves,Fantasy,Fiction,67665,4178,650,2013,56483
4194,Jesse Hajicek,4.1,613268,The God Eaters,Fantasy,Romance,2833,258,452,2006,6272
4198,Terry Brooks,3.93,18710920,The Darkling Child,Fantasy,Fiction,2867,232,300,2015,1558
4199,Zen Cho,3.75,23943137,Sorcerer to the Crown,Fantasy,Fiction,8410,1876,371,2015,1749
4201,Adrian Tchaikovsky,4.15,23524779,Guns of the Dawn,Fantasy,Science Fiction,1322,201,658,February 1st 2015,2125
4204,Aliette de Bodard,3.39,23601046,The House of Shattered Wings,Fantasy,Fantasy,2805,666,402,August 18th 2015,2291
4205,Alex   Marshall,3.67,22875083,A Crown for Cold Silver,Fantasy,Fiction,2503,400,646,2015,2359
4206,Seth Dickinson,4.07,23444482,The Traitor Baru Cormorant,Fantasy,Fiction,8909,1562,399,2015,2375
4207,Fran Wilde,3.58,18464362,Updraft,Fantasy,Young Adult,2792,572,352,2015,2545
4210,Max Gladstone,4.03,23168830,Last First Snow,Fantasy,Fantasy,2559,288,384,2015,3301
4211,Ian Tregillis,3.97,20980667,The Mechanical,Fantasy,Science Fiction,5338,621,440,2015,3227
4212,Jo Walton,3.77,22055276,The Just City,Fantasy,Science Fiction,4999,935,369,2015,3314
4214,Marie Brennan,4.18,21893608,The Voyage of the Basilisk,Fantasy,Fantasy,4246,538,352,March 27th 2015,3753
4217,Daniel Polansky,3.65,21017636,Those Above,Fantasy,Fantasy,1240,174,416,2015,4014
4218,Sebastien de Castell,4.26,23547364,Knight's Shadow,Fantasy,Fantasy,7026,643,580,December 8th 2014,4119
4221,Luke Scull,4.07,18114110,Sword of the North,Fantasy,Fiction,2991,176,450,December 10th 2014,5307
4222,Daniel O'Malley,4.15,25695756,Stiletto,Fantasy,Fantasy,13026,1642,496,2016,5546
4223,J.M. Martin,3.84,23156342,"Blackguards: Tales of Assassins, Mercenaries, and Rogues",Fantasy,Anthologies,529,66,738,April 26th 2015,5885
4224,Victor Milán,3.05,19000898,The Dinosaur Lords,Fantasy,Fiction,1862,423,445,2015,5789
4225,Steven Erikson,4.12,19381626,Fall of Light,Fantasy,Fantasy,1996,152,837,2016,6244
4227,Ken Liu,3.73,18952341,The Grace of Kings,Fantasy,Fiction,9691,1583,623,2015,6642
4228,John Gwynne,4.42,23524878,Ruin,Fantasy,Fantasy,5886,516,672,2015,6885
4229,Miles  Cameron,4.38,23129080,The Dread Wyrm,Fantasy,Fantasy,4999,229,608,2015,7516
4231,Django Wexler,4.25,23346335,The Price of Valour,Fantasy,Fantasy,5962,321,528,July 7th 2015,10982
4232,N.K. Jemisin,4.32,19161852,The Fifth Season,Fantasy,Fiction,72248,9560,468,2015,11042
4233,Naomi Novik,4.11,22544764,Uprooted,Fantasy,Young Adult,115673,17340,465,2015,11285
4234,Anne Bishop,4.27,21457243,Vision in Silver,Fantasy,Fantasy,23657,2253,400,2015,11940
4236,Joe Abercrombie,4.02,22381326,Half a War,Fantasy,Young Adult,18606,1533,352,2015,18289
4237,Brian Staveley,4.14,22055280,The Providence of Fire,Fantasy,Fantasy,17864,1026,608,2015,19318
4238,Anthony Ryan,3.67,18405221,Queen of Fire,Fantasy,Fantasy,17974,1091,643,July 2nd 2015,43462
4273,Tad Williams,3.73,13542846,The Dirty Streets of Heaven,Fantasy,Fantasy,7943,998,406,2012,2155
4283,Amanda Leigh Cowley,3.49,12361729,Soul Protector,Fantasy,Fantasy,450,66,280,2011,1464
4284,M.L. Woolley,4.08,13553254,Dark Passage,Fantasy,Fantasy,312,108,334,2012,1500
4297,Jocelyn Adams,3.7,11273366,The Glass Man,Fantasy,Fantasy,458,73,278,October 1st 2011,2334
4300,Kiki Hamilton,3.83,6715235,The Faerie Ring,Fantasy,Young Adult,4697,590,343,2011,3133
4305,E.J. Stevens,3.92,9403048,Spirit Storm,Fantasy,Young Adult,212,52,210,December 13th 2010,4069
4307,Donna Grant,4.31,8578385,Untamed Highlander,Fantasy,Romance,2471,122,325,2011,5040
4317,Amber Argyle,3.68,10400575,Witch Song,Fantasy,Young Adult,5002,685,305,July 1st 2011,7755
4320,Dawn Metcalf,3.28,39849568,Luminous,Fantasy,Young Adult,921,128,371,June 1st 2011,9467
4325,Lynn Rush,4.05,11868241,Wasteland,Fantasy,Paranormal,251,87,282,August 15th 2011,11810
4330,Alison Goodman,4.11,7992995,Eona: The Last Dragoneye,Fantasy,Young Adult,34127,2403,637,2011,19023
4362,Roger Zelazny,4.1,92121,Nine Princes in Amber,Fantasy,Fiction,44785,1642,175,1970,3791
4419,Angie Sage,4.26,355919,Septimus Heap Box Set: Magyk and Flyte,Fantasy,Young Adult,2374,27,0,2007,2260
4420,Darren Shan,4.07,8962,A Living Nightmare,Fantasy,Young Adult,46689,3163,272,2000,2315
4422,David Eddings,4.27,18878,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit",Fantasy,Fiction,14225,394,644,1982,2359
4423,Christopher Pike,3.83,5941233,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice",Fantasy,Young Adult,31876,1620,594,1998,2953
4425,Brandon Mull,4.09,44652,Fablehaven,Fantasy,Young Adult,115607,9217,351,2006,3192
4426,Jonathan Stroud,4.42,59268,The Bartimaeus Trilogy Boxed Set,Fantasy,Young Adult,5247,259,1552,2006,3553
4430,James Howe,3.85,281235,Bunnicula,Childrens,Fiction,56858,2062,98,1979,1092
4438,Killion Slade,3.81,19305108,Exsanguinate,Fantasy,Horror,129,43,304,December 8th 2013,2642
4463,Sasha Summers,4.14,13498668,"Medusa, A Love Story",Fantasy,Romance,592,130,325,April 22nd 2012,2660
4464,Adrian Phoenix,3.6,2081569,A Rush of Wings,Fantasy,Paranormal,5053,419,416,2008,2577
4470,Danielle Trussoni,3.41,6691426,Angelology,Fantasy,Fiction,15585,2400,464,January 1st 2010,3978
4487,G.A. Aiken,4.33,17731347,Light My Fire,Fantasy,Fantasy,5128,449,483,2014,2740
4489,Laurann Dohner,4.28,18523711,Darkness,Fantasy,Romance,9269,553,271,2014,2944
4507,Gene Wolfe,4.03,40992,Shadow & Claw,Fantasy,Science Fiction,14239,927,413,1994,2453
4531,Nancy Holzner,3.53,6591459,Deadtown,Fantasy,Fantasy,3905,308,326,November 10th 2009,2172
4532,Mark Del Franco,3.6,388793,Unshapely Things,Fantasy,Fantasy,4740,267,305,2007,2365
4533,Amanda Stevens,3.92,9722219,The Restorer,Fantasy,Mystery,13102,1834,376,2011,2285
4534,Mercedes Lackey,3.86,176860,Burning Water,Fantasy,Fantasy,5288,135,336,1989,2373
4535,J.C. Daniels,3.79,14915175,Blade Song,Fantasy,Paranormal,4596,503,174,2012,2512
4536,Nicole Peeler,3.65,6389874,Tempest Rising,Fantasy,Fantasy,8422,758,357,October 27th 2009,2570
4537,Derek Landy,4.21,284440,Skulduggery Pleasant,Fantasy,Young Adult,44762,3617,392,2007,2823
4538,Katie MacAlister,4.01,50750,You Slay Me,Fantasy,Romance,19045,1003,334,2004,2894
4539,Shannon Mayer,3.95,18048164,Priceless,Fantasy,Fantasy,12280,864,237,November 11th 2012,3166
4542,Kate Griffin,3.75,6186355,A Madness of Angels,Fantasy,Fantasy,7076,705,613,April 2nd 2009,3589
4543,Kelly Gay,3.74,6318238,The Better Part of Darkness,Fantasy,Fantasy,5525,437,394,November 2nd 2009,3674
4545,John Conroe,4.15,8722254,God Touched,Fantasy,Fantasy,6683,305,408,2010,4360
4546,Eileen Wilks,3.79,81617,Tempting Danger,Fantasy,Fantasy,10690,616,301,October 4th 2004,4499
4548,Larry Correia,4.13,8643407,Hard Magic,Fantasy,Fantasy,13304,1054,423,2011,5609
4549,Mike Carey,3.8,663098,The Devil You Know,Fantasy,Fantasy,14273,1118,480,by,5671
4550,Steve McHugh,4.02,13608133,Crimes Against Magic,Fantasy,Fantasy,10293,589,388,2012,5751
4552,Jenn Bennett,3.78,9795263,Kindling the Moon,Fantasy,Fantasy,8931,739,358,2011,6133
4557,Richard Kadrey,3.94,5776788,Sandman Slim,Fantasy,Fantasy,30332,2699,388,2009,9859
4560,Kalayna Price,3.96,7823038,Grave Witch,Fantasy,Fantasy,26263,1756,325,September 21st 2010,18358
4561,Amelia Hutchins,4.09,17927559,Fighting Destiny,Fantasy,Fantasy,20485,1864,394,June 2nd 2013,29144
4603,Jon Scieszka,4.2,407429,The Stinky Cheese Man and Other Fairly Stupid Tales,Childrens,Childrens,86607,2104,51,January 1st 1992,5942
4604,Chris Van Allsburg,4.3,420282,The Polar Express,Childrens,Childrens,196106,3058,32,October 28th 1985,5953
4605,Robert McCloskey,4.22,29291,Make Way for Ducklings,Childrens,Childrens,74758,1530,64,1941,6084
4608,Michael Bond,4.22,160629,A Bear Called Paddington,Childrens,Classics,68975,1061,159,1958,6173
4614,Mo Willems,4.29,191113,Don't Let the Pigeon Drive the Bus!,Childrens,Childrens,68672,3319,40,April 1st 2003,7196
4618,Bill Martin Jr.,4.22,293595,Chicka Chicka Boom Boom,Childrens,Childrens,130398,3976,40,1989,8504
4696,Allan Frewin Jones,3.97,6550815,The Enchanted Quest,Fantasy,Young Adult,2058,72,356,January 14th 2010,2018
4697,Lindsey Leavitt,3.87,6506483,Princess for Hire,Fantasy,Young Adult,4466,506,240,January 1st 2010,2056
4702,Megan Whalen Turner,4.09,6527841,A Conspiracy of Kings,Fantasy,Young Adult,17810,1874,316,March 5th 2010,3390
4703,Karen Healey,3.5,6505358,Guardian of the Dead,Fantasy,Young Adult,3099,543,333,2010,3451
4724,Alwyn Hamilton,4.34,29739361,Traitor to the Throne,Fantasy,Young Adult,13533,2031,518,2017,2053
4743,Victoria Schwab,4.23,32075662,Our Dark Duet,Fantasy,Young Adult,21503,4532,510,2017,4054
4747,Renée Ahdieh,3.93,23308087,Flame in the Mist,Fantasy,Young Adult,24479,4676,392,2017,5047
4755,Katherine Arden,4.13,25489134,The Bear and the Nightingale,Fantasy,Historical,61799,10292,323,2017,13588
4756,Stephanie Garber,3.95,27883214,Caraval,Fantasy,Young Adult,86316,15850,407,2017,18568
4769,Jerry Pinkney,4.24,6534132,The Lion and the Mouse,Childrens,Childrens,20968,2817,40,2009,2150
4771,Brom,4.09,6308379,The Child Thief,Fantasy,Horror,12735,1909,476,2009,2161
4772,Laura Whitcomb,3.07,3920088,The Fetch,Fantasy,Young Adult,1606,331,380,January 1st 2009,2584
4782,Jay Lake,3.24,6069970,Green,Fantasy,Fiction,1982,339,368,2009,4479
4788,Malinda Lo,3.62,6472451,Ash,Fantasy,Young Adult,28282,3091,264,2009,6287
4815,Shaun Tan,4.54,300946,The Red Tree,Childrens,Childrens,4457,560,36,2000,752
4816,Wildbow,4.65,18713259,Worm,Fantasy,Science Fiction,4486,537,6680,November 2013,892
4837,Amy Vansant,3.98,30739297,"The Pirate, the Angel & the Irishman",Fantasy,Fantasy,378,60,314,June 18th 2014,1387
4852,Mikey Brooks,4.22,17727253,The Dream Keeper,Fantasy,Childrens,148,56,297,May 15th 2013,3174
4907,L.S. Murphy,3.65,13504857,Reaper,Fantasy,Young Adult,223,69,212,December 29th 2012,969
4912,Elizabeth Isaacs,4.21,23947523,The Secret of the Keepers: Kailmeyra's Strength,Fantasy,Young Adult,324,38,360,October 29th 2011,1618
4917,Riley Banks,3.92,17673620,Vampire Origins - Project Ichorous,Fantasy,Paranormal,142,63,377,April 19th 2013,1877
4919,Jessie Harrell,3.73,11778281,Destined,Fantasy,Young Adult,2510,298,360,2011,2019
4926,Megg Jensen,3.62,10574690,Anathema,Fantasy,Young Adult,3335,446,206,February 4th 2011,2306
4935,E.M. Sky,3.84,30644007,Awaken Me,Fantasy,Paranormal,418,89,211,October 1st 2011,4736
4944,Emma Trevayne,3.61,18332010,Flights and Chimes and Mysterious Times,Fantasy,Science Fiction,945,206,314,2014,1860
4951,Claire Legrand,3.62,18475593,Winterspell,Fantasy,Young Adult,4368,680,454,2014,2259
4963,Matthew Jobin,3.79,17938370,The Nethergrim,Fantasy,Young Adult,1295,222,368,2014,2935
4964,Shelby Westland,4.04,18552221,The Legacy of Blood,Fantasy,Historical,49,14,420,March 20th 2013,1150
4971,Christopher  Shields,4.14,16162553,The Changeling,Fantasy,Young Adult,312,26,300,2012,1288
4972,Natalie Whipple,3.58,15728807,House of Ivy & Sorrow,Fantasy,Young Adult,2091,350,360,2014,3502
4977,Shannon Messenger,4.12,13645358,Let the Storm Break,Fantasy,Young Adult,3843,394,400,2014,4163
4978,William Ritter,3.83,20312462,Jackaby,Fantasy,Mystery,19111,3950,311,2014,4126
4982,Colleen Oakes,3.66,26074194,Queen of Hearts: The Crown,Fantasy,Young Adult,6137,1267,222,February 12th 2014,5540
4990,Sherry Thomas,4.14,20359719,The Perilous Sea,Fantasy,Young Adult,9527,930,414,September 2014,7440
4996,A.G. Howard,4.24,17449197,Unhinged,Fantasy,Young Adult,19364,2573,387,2014,11509
5004,Sahara Foley,3.89,23704043,The Secret of Excalibur,Fantasy,Fantasy,202,62,281,2014,1037
5005,Emi Gayle,3.69,13348320,After Dark,Fantasy,Young Adult,695,96,344,October 20th 2012,1054
5007,Molle McGregor,3.93,22711200,Shadow's Passion,Fantasy,Romance,274,52,178,2014,1098
5011,Kaitlin Bevis,3.86,15724908,Persephone,Fantasy,Fantasy,4108,517,194,July 5th 2012,1269
5014,C.S. Moore,3.7,18405618,Scars of the Earth,Fantasy,Fantasy,81,10,233,January 30th 2012,1295
5020,J.M. Schroder,3.98,16295790,Thunderstorm,Fantasy,See top shelves…,61,21,362,November 13th 2012,1681
5025,Katie Hayoz,4.04,18521708,Untethered,Fantasy,Young Adult,272,103,340,April 3rd 2013,2192
5026,Lucy Pireel,3.85,16190523,Red Gone Bad,Fantasy,Folk Tales,34,9,51,November 30th 2012,2335
5032,Christine James,4.14,11716321,Risen,Fantasy,Paranormal,154,22,190,April 7th 2011,2588
5095,Marianne Curley,3.93,565595,Old Magic,Fantasy,Young Adult,9814,756,317,January 1st 2000,1900
5110,Sally Gardner,3.81,455933,"I, Coriander",Fantasy,Historical,6657,692,275,January 1st 2005,3257
5126,Mindy McGinnis,3.23,25314447,Given to the Sea,Fantasy,Young Adult,2459,415,352,2017,3206
5132,Samantha Shannon,4.15,28260402,The Song Rising,Fantasy,Young Adult,7031,1021,384,2017,4451
5133,Roshani Chokshi,4.16,34964865,A Crown of Wishes,Fantasy,Young Adult,5245,1191,369,2017,4504
5136,Morgan Rhodes,4.18,23367265,Immortal Reign,Fantasy,Young Adult,6460,1134,391,2018,5813
5137,Amanda Bouchet,4.11,29895106,Breath of Fire,Fantasy,Romance,8695,982,432,2017,6001
5143,Anthony Horowitz,3.9,107664,Raven's Gate,Fantasy,Young Adult,21906,1304,270,January 1st 2005,2367
5191,Evelyn Skye,3.85,26156203,The Crown's Game,Fantasy,Young Adult,15261,3037,407,2016,2224
5196,Emma V. Leech,4.46,18813417,The Dark Heart,Fantasy,Fairies,362,30,531,June 2nd 2013,2809
5209,Carrie Salo,4.03,13010310,The Sounding,Fantasy,Fantasy,117,42,478,2011,900
5213,David Anthony Durham,3.56,565335,Acacia: The War with the Mein,Fantasy,Fiction,8118,524,576,2007,1261
5214,Jeff VanderMeer,3.85,230852,City of Saints and Madmen,Fantasy,Fiction,4699,409,704,May 1st 2002,1364
5215,Robert V.S. Redick,3.68,2408602,The Red Wolf Conspiracy,Fantasy,Fiction,5727,326,560,January 1st 2008,1689
5216,Andrzej Sapkowski,4.22,6043781,Blood of Elves,Fantasy,Fiction,44305,1849,320,1994,2183
5234,Robert Rankin,3.73,49614,Nostradamus Ate My Hamster,Fantasy,Humor,1013,46,320,January 1st 1996,4159
5395,Wen Spencer,4.07,47241,Tinker,Fantasy,Fantasy,4788,344,448,October 1st 2003,3766
5425,Tetsuko Kuroyanagi,4.31,328802,Totto-chan: The Little Girl at the Window,Childrens,Nonfiction,20257,1949,232,1981,3199
5450,Martha Wells,4.24,20344635,"Stories of the Raksura, Volume 1: The Falling World & The Tale of Indigo and Cloud",Fantasy,Short Stories,834,118,206,September 1st 2014,1008
5456,Jess Haines,3.86,18693994,Enslaved By the Others,Fantasy,Paranormal,564,70,352,2014,1421
5457,Sierra Dean,4.08,34743199,A Secret to Die For,Fantasy,Paranormal,863,85,274,2014,1448
5458,Kay Hooper,3.96,20821386,Haunted,Fantasy,Mystery,2894,259,320,2014,1473
5459,Marissa Clarke,4.01,20696013,Love Me to Death,Fantasy,Romance,539,115,420,2014,1477
5460,Eve Langlais,3.87,22588093,Kodiak's Claim,Fantasy,Romance,4860,377,240,2014,1506
5462,Terry Spear,4.15,18487189,A Highland Wolf Christmas,Fantasy,Romance,591,77,298,2014,1621
5463,Celia Kyle,4.24,27161868,Roaring Up the Wrong Tree,Fantasy,Romance,2159,133,247,August 10th 2014,1632
5464,Lauren   Smith,4.23,23165581,The Shadows of Stormclyffe Hall,Fantasy,Romance,284,131,196,2014,1782
5468,J.C. Nelson,3.62,20650531,Free Agent,Fantasy,Fantasy,1545,197,281,2014,1909
5469,J.D. Tyler,4.07,20649133,Wolf's Fall,Fantasy,Romance,1285,101,352,2014,2050
5472,Stephanie Rowe,4.22,22730547,Not Quite Dead,Fantasy,Romance,301,30,350,2014,2340
5473,K.F. Breene,4.31,22175011,The Council,Fantasy,Romance,4222,188,149,2014,2614
5474,Cassie Alexander,3.88,17566943,Bloodshifted,Fantasy,Fantasy,600,71,291,2014,2712
5478,Coreene Callahan,4.05,17339335,Knight Avenged,Fantasy,Romance,897,84,412,2014,3922
5481,C.L. Wilson,4.12,10485751,The Winter King,Fantasy,Romance,9593,886,595,2014,4733
5482,Dianna Love,4.24,18335567,Demon Storm,Fantasy,Romance,974,68,308,August 30th 2014,4809
5486,Dianne Duvall,4.41,19083223,Night Unbound,Fantasy,Romance,3739,317,432,2014,6520
5488,S.K. Munt,4.37,25645525,The Given Garden,Fantasy,Science Fiction,71,15,392,April 25th 2015,1299
5493,Harry James Fox,4.26,25312178,The Stonegate Sword,Fantasy,Christian Fiction,78,44,458,February 6th 2015,1685
5531,Yangsze Choo,3.75,16248223,The Ghost Bride,Fantasy,Historical,15881,2740,368,2013,2921
5535,Paula Brackston,3.64,15702859,The Winter Witch,Fantasy,Historical,10300,1104,340,2013,3398
5585,Mark Smylie,3.41,18050226,The Barrow,Fantasy,Fantasy,1127,152,587,January 1st 2014,1099
5586,L.E. Modesitt Jr.,4.21,17910122,Rex Regis,Fantasy,Fantasy,1794,87,445,2014,1185
5589,Kameron Hurley,3.49,20646731,The Mirror Empire,Fantasy,Fiction,3889,701,540,August 15th 2014,1626
5590,Jon Sprunk,3.57,18077958,Blood and Iron,Fantasy,Fantasy,984,112,428,January 1st 2014,1658
5591,Carol Berg,4.09,18683282,Dust and Light,Fantasy,Fantasy,944,121,445,2014,1713
5593,Jeff Salyards,4.03,17318676,Veil of the Deserters,Fantasy,Fantasy,1013,113,464,May 19th 2014,1765
5594,Mary Robinette Kowal,3.98,12987423,Valour and Vanity,Fantasy,Historical,2144,320,405,2014,2140
5595,Katherine Addison,4.05,17910048,The Goblin Emperor,Fantasy,Fiction,18074,3128,446,2014,3042
5596,Ian C. Esslemont,4.16,18490649,Assail,Fantasy,Fantasy,2650,139,544,November 7th 2013,4030
5597,Kristen Britain,3.79,18249280,Mirror Sight,Fantasy,Fiction,6158,665,784,January 1st 2014,4058
5598,Trudi Canavan,3.84,17302559,Thief's Magic,Fantasy,Fantasy,7553,685,553,January 1st 2014,5339
5649,Alex Lidell,3.88,13549523,The Cadet of Tildor,Fantasy,Young Adult,1682,285,408,2013,988
5653,Amalie Howard,3.62,17397760,Waterfell,Fantasy,Young Adult,713,211,360,2013,1160
5654,Stacey Marie Brown,3.98,35439987,Darkness of Light,Fantasy,Fantasy,8752,698,298,2013,1177
5655,Shana Abe,3.82,13257637,The Sweetest Dark,Fantasy,Young Adult,2498,534,352,August 21st 2012,1323
5678,وائل رداد,3.33,18076746'],سأعطيك الحلوى شرط أن تموت,Fantasy,See top shelves…,220,30,236,by,319
5686,Ibraheem Abbas,3.72,18039755,حوجن [Ḥawjan],Fantasy,Novels,12106,1701,310,2013,1500
5783,Leigh Evans,3.87,17934405,The Problem with Promises,Fantasy,Fantasy,309,34,396,2014,1274
5795,Elizabeth Knox,3.87,157387,The Vintner's Luck,Fantasy,Fiction,2700,365,284,1998,2329
5797,Ellen Kushner,3.78,68485,Swordspoint,Fantasy,Fiction,8261,840,329,February 1987,3271
5819,Nina Kiriki Hoffman,4.04,473870,The Thread That Binds the Bones,Fantasy,Fiction,1046,87,311,by,483
5827,Alan Garner,3.73,83829,The Owl Service,Fantasy,Fiction,4900,409,240,1967,594
5835,Obert Skye,4.09,6580970,Leven Thumps and the Ruins of Alder,Fantasy,Young Adult,8920,265,363,January 1st 2009,1920
5837,John Myers Myers,3.93,104069,Silverlock,Fantasy,Fiction,1402,151,384,1949,663
5851,Dennis Sharpe,3.99,23935117,Blood & Spirits,Fantasy,Fantasy,145,49,310,April 1st 2011,799
5856,Steven Brust,3.81,140149,Freedom and Necessity,Fantasy,Historical,1663,133,590,1997,921
5860,Austin Tappan Wright,4.33,897461,Islandia,Fantasy,Fiction,510,103,1040,1942,1426
5894,Shauna Allen,4.84,22517568,Cupid's Last Stand,Fantasy,See top shelves…,55,38,315,June 18th 2014,2974
5959,Donita K. Paul,3.89,172734,DragonSpell,Fantasy,Fantasy,11264,558,339,June 1st 2004,2305
5970,Shelly Goodman Wright,4.14,27867529,A Light into the Darkness,Fantasy,Christian Fiction,140,51,380,2012,4093
5994,Lynn Viehl,3.88,18144122,The Clockwork Wolf,Fantasy,Romance,810,107,352,2014,1344
5995,Lilo Abernathy,4.0,20784813,The Light Who Shines,Fantasy,Paranormal,864,166,473,January 15th 2014,1369
5997,Rainy Kaye,3.95,20624580,Summoned,Fantasy,Fantasy,476,197,237,March 27th 2014,1489
5998,Shawntelle Madison,3.76,17729340,Compelled,Fantasy,Shapeshifters,167,40,203,May 3rd 2014,1567
6000,Paige Tyler,3.85,18480539,Her Perfect Mate,Fantasy,Romance,2278,295,316,2014,1693
6001,Sandra Hill,4.25,18480443,Kiss of Wrath,Fantasy,Romance,748,72,384,2014,1704
6003,Katie Reus,3.94,33009130,His Untamed Desire,Fantasy,Romance,513,85,84,2014,1790
6005,Vicki Pettersson,4.23,18053264,The Given,Fantasy,Fantasy,420,76,384,2014,1864
6007,Dianne Sylvan,4.15,18492468,Shadowbound,Fantasy,Paranormal,830,54,327,2014,2065
6010,Mandy M. Roth,4.25,20443356,Tactical Magik,Fantasy,Romance,1443,91,100,2014,2461
6012,Dana Marie Bell,4.11,15839567,Bear Naked,Fantasy,Romance,2654,109,236,2014,3170
6013,Marjorie M. Liu,3.99,15810845,Labyrinth of Stars,Fantasy,Fantasy,642,68,304,2014,3176
6015,Cecy Robson,4.12,18079492,Cursed By Destiny,Fantasy,Fantasy,2059,214,368,2014,4510
6017,J.D. Horn,3.79,18010355,The Line,Fantasy,Fantasy,17566,1508,296,2014,4954
